draw_number,draw_date,round,tier,category,winners,prize_per_winner
2967,2024-05-29,1,4,Match 4,3926,140.0
2967,2024-05-29,1,5,Match 3,81968,30.0
2967,2024-05-29,1,6,Match 2,705308,0.0
2968,2024-06-01,1,1,Match 6,0,7373052.0
2968,2024-06-01,1,2,Match 5 plus Bonus,0,1000000.0
2968,2024-06-01,1,3,Match 5,62,1750.0
2968,2024-06-01,1,4,Match 4,5672,140.0
2968,2024-06-01,1,5,Match 3,121566,30.0
2968,2024-06-01,1,6,Match 2,1129188,0.0
2969,2024-06-05,1,1,Match 6,0,8765924.0
2969,2024-06-05,1,2,Match 5 plus Bonus,1,1000000.0
2969,2024-06-05,1,3,Match 5,53,1750.0
2969,2024-06-05,1,4,Match 4,3754,140.0
2969,2024-06-05,1,5,Match 3,86225,30.0
2969,2024-06-05,1,6,Match 2,759597,0.0
2970,2024-06-08,1,1,Match 6,1,11449068.0
2970,2024-06-08,1,2,Match 5 plus Bonus,1,1000000.0
2970,2024-06-08,1,3,Match 5,186,1750.0
2970,2024-06-08,1,4,Match 4,12142,140.0
2970,2024-06-08,1,5,Match 3,222468,30.0
2970,2024-06-08,1,6,Match 2,1678011,0.0
2971,2024-06-12,1,1,Match 6,0,2000000.0
2971,2024-06-12,1,2,Match 5 plus Bonus,0,1000000.0
2971,2024-06-12,1,3,Match 5,23,1750.0
2971,2024-06-12,1,4,Match 4,1796,140.0
2971,2024-06-12,1,5,Match 3,45169,30.0
2971,2024-06-12,1,6,Match 2,480398,0.0
2972,2024-06-15,1,1,Match 6,0,3975857.0
2972,2024-06-15,1,2,Match 5 plus Bonus,1,1000000.0
2972,2024-06-15,1,3,Match 5,66,1750.0
2972,2024-06-15,1,4,Match 4,5120,140.0
2972,2024-06-15,1,5,Match 3,120148,30.0
2972,2024-06-15,1,6,Match 2,1080438,0.0
2973,2024-06-19,1,1,Match 6,0,5260136.0
2973,2024-06-19,1,2,Match 5 plus Bonus,1,1000000.0
2973,2024-06-19,1,3,Match 5,89,1750.0
2973,2024-06-19,1,4,Match 4,5866,140.0
2973,2024-06-19,1,5,Match 3,104435,30.0
2973,2024-06-19,1,6,Match 2,785050,0.0
2974,2024-06-22,1,1,Match 6,0,7351116.0
2974,2024-06-22,1,2,Match 5 plus Bonus,2,1000000.0
2974,2024-06-22,1,3,Match 5,96,1750.0
2974,2024-06-22,1,4,Match 4,5812,140.0
2974,2024-06-22,1,5,Match 3,125375,30.0
2974,2024-06-22,1,6,Match 2,1132643,0.0
2975,2024-06-26,1,1,Match 6,0,8792560.0
2975,2024-06-26,1,2,Match 5 plus Bonus,2,1000000.0
2975,2024-06-26,1,3,Match 5,44,1750.0
2975,2024-06-26,1,4,Match 4,2631,140.0
2975,2024-06-26,1,5,Match 3,65757,30.0
2975,2024-06-26,1,6,Match 2,662955,0.0
2976,2024-06-29,1,1,Match 6,0,11473912.0
2976,2024-06-29,1,2,Match 5 plus Bonus,9,10000001009730.0
2976,2024-06-29,1,3,Match 5,445,17502077.0
2976,2024-06-29,1,4,Match 4,16500,140152.0
2976,2024-06-29,1,5,Match 3,248179,3039.0
2976,2024-06-29,1,6,Match 2,1710946,5.0
2977,2024-07-03,1,1,Match 6,0,2000000.0
2977,2024-07-03,1,2,Match 5 plus Bonus,1,1000000.0
2977,2024-07-03,1,3,Match 5,26,1750.0
2977,2024-07-03,1,4,Match 4,1995,140.0
2977,2024-07-03,1,5,Match 3,51479,30.0
2977,2024-07-03,1,6,Match 2,560135,0.0
2978,2024-07-06,1,1,Match 6,1,15000000.0
2978,2024-07-06,1,2,Match 5 plus Bonus,2,1000000.0
2978,2024-07-06,1,3,Match 5,79,1750.0
2978,2024-07-06,1,4,Match 4,6101,140.0
2978,2024-07-06,1,5,Match 3,146070,30.0
2978,2024-07-06,1,6,Match 2,1426606,0.0
2979,2024-07-10,1,1,Match 6,0,2000000.0
2979,2024-07-10,1,2,Match 5 plus Bonus,0,1000000.0
2979,2024-07-10,1,3,Match 5,86,1750.0
2979,2024-07-10,1,4,Match 4,5278,140.0
2979,2024-07-10,1,5,Match 3,100478,30.0
2979,2024-07-10,1,6,Match 2,788141,0.0
2980,2024-07-13,1,1,Match 6,0,4026647.0
2980,2024-07-13,1,2,Match 5 plus Bonus,2,1000000.0
2980,2024-07-13,1,3,Match 5,44,1750.0
2980,2024-07-13,1,4,Match 4,3394,140.0
2980,2024-07-13,1,5,Match 3,86074,30.0
2980,2024-07-13,1,6,Match 2,895028,0.0
2981,2024-07-17,1,1,Match 6,0,5269627.0
2981,2024-07-17,1,2,Match 5 plus Bonus,2,1000000.0
2981,2024-07-17,1,3,Match 5,39,1750.0
2981,2024-07-17,1,4,Match 4,3169,140.0
2981,2024-07-17,1,5,Match 3,74380,30.0
2981,2024-07-17,1,6,Match 2,677648,0.0
2982,2024-07-20,1,1,Match 6,1,7233404.0
2982,2024-07-20,1,2,Match 5 plus Bonus,0,1000000.0
2982,2024-07-20,1,3,Match 5,40,1750.0
2982,2024-07-20,1,4,Match 4,3385,140.0
2982,2024-07-20,1,5,Match 3,85294,30.0
2982,2024-07-20,1,6,Match 2,900510,0.0
2983,2024-07-24,1,1,Match 6,0,2000000.0
2983,2024-07-24,1,2,Match 5 plus Bonus,1,1000000.0
2983,2024-07-24,1,3,Match 5,71,1750.0
2983,2024-07-24,1,4,Match 4,4546,140.0
2983,2024-07-24,1,5,Match 3,88620,30.0
2983,2024-07-24,1,6,Match 2,701545,0.0
2984,2024-07-27,1,1,Match 6,0,4007501.0
2984,2024-07-27,1,2,Match 5 plus Bonus,1,1000000.0
2984,2024-07-27,1,3,Match 5,71,1750.0
2984,2024-07-27,1,4,Match 4,6019,140.0
2984,2024-07-27,1,5,Match 3,125294,30.0
2984,2024-07-27,1,6,Match 2,1095254,0.0
2985,2024-07-31,1,1,Match 6,0,5300769.0
2985,2024-07-31,1,2,Match 5 plus Bonus,0,1000000.0
2985,2024-07-31,1,3,Match 5,37,1750.0
2985,2024-07-31,1,4,Match 4,2206,140.0
2985,2024-07-31,1,5,Match 3,56368,30.0
2985,2024-07-31,1,6,Match 2,591084,0.0
2986,2024-08-03,1,1,Match 6,0,15000000.0
2986,2024-08-03,1,2,Match 5 plus Bonus,1,10000001211569.0
2986,2024-08-03,1,3,Match 5,112,17504898.0
2986,2024-08-03,1,4,Match 4,8691,140196.0
2986,2024-08-03,1,5,Match 3,185371,3062.0
2986,2024-08-03,1,6,Match 2,1589537,5.0
2987,2024-08-07,1,1,Match 6,0,2000000.0
2987,2024-08-07,1,2,Match 5 plus Bonus,1,1000000.0
2987,2024-08-07,1,3,Match 5,46,1750.0
2987,2024-08-07,1,4,Match 4,2497,140.0
2987,2024-08-07,1,5,Match 3,65557,30.0
2987,2024-08-07,1,6,Match 2,654186,0.0
2988,2024-08-10,1,1,Match 6,0,4002090.0
2988,2024-08-10,1,2,Match 5 plus Bonus,0,1000000.0
2988,2024-08-10,1,3,Match 5,44,1750.0
2988,2024-08-10,1,4,Match 4,3469,140.0
2988,2024-08-10,1,5,Match 3,86118,30.0
2988,2024-08-10,1,6,Match 2,894339,0.0
2989,2024-08-14,1,1,Match 6,1,5262943.0
2989,2024-08-14,1,2,Match 5 plus Bonus,1,1000000.0
2989,2024-08-14,1,3,Match 5,48,1750.0
2989,2024-08-14,1,4,Match 4,3196,140.0
2989,2024-08-14,1,5,Match 3,70843,30.0
2989,2024-08-14,1,6,Match 2,662916,0.0
2990,2024-08-17,1,1,Match 6,0,3800000.0
2990,2024-08-17,1,2,Match 5 plus Bonus,2,1000000.0
2990,2024-08-17,1,3,Match 5,54,1750.0
2990,2024-08-17,1,4,Match 4,4246,140.0
2990,2024-08-17,1,5,Match 3,107660,30.0
2990,2024-08-17,1,6,Match 2,1023607,0.0
2991,2024-08-21,1,1,Match 6,0,5051614.0
2991,2024-08-21,1,2,Match 5 plus Bonus,0,1000000.0
2991,2024-08-21,1,3,Match 5,26,1750.0
2991,2024-08-21,1,4,Match 4,2369,140.0
2991,2024-08-21,1,5,Match 3,53856,30.0
2991,2024-08-21,1,6,Match 2,550019,0.0
2992,2024-08-24,1,1,Match 6,0,7127514.0
2992,2024-08-24,1,2,Match 5 plus Bonus,2,1000000.0
2992,2024-08-24,1,3,Match 5,90,1750.0
2992,2024-08-24,1,4,Match 4,5225,140.0
2992,2024-08-24,1,5,Match 3,112783,30.0
2992,2024-08-24,1,6,Match 2,1052745,0.0
2993,2024-08-28,1,1,Match 6,0,8460930.0
2993,2024-08-28,1,2,Match 5 plus Bonus,0,1000000.0
2993,2024-08-28,1,3,Match 5,47,1750.0
2993,2024-08-28,1,4,Match 4,3368,140.0
2993,2024-08-28,1,5,Match 3,76490,30.0
2993,2024-08-28,1,6,Match 2,701370,0.0
2994,2024-08-31,1,1,Match 6,0,10721591.0
2994,2024-08-31,1,2,Match 5 plus Bonus,2,1000000.0
2994,2024-08-31,1,3,Match 5,65,1750.0
2994,2024-08-31,1,4,Match 4,4057,140.0
2994,2024-08-31,1,5,Match 3,106141,30.0
2994,2024-08-31,1,6,Match 2,1110861,0.0
2995,2024-09-04,1,1,Match 6,1,12626193.0
2995,2024-09-04,1,2,Match 5 plus Bonus,7,1000000.0
2995,2024-09-04,1,3,Match 5,93,1750.0
2995,2024-09-04,1,4,Match 4,6521,140.0
2995,2024-09-04,1,5,Match 3,130097,30.0
2995,2024-09-04,1,6,Match 2,1082907,0.0
2996,2024-09-07,1,1,Match 6,0,15000000.0
2996,2024-09-07,1,2,Match 5 plus Bonus,2,10000001127504.0
2996,2024-09-07,1,3,Match 5,81,17506997.0
2996,2024-09-07,1,4,Match 4,5162,140255.0
2996,2024-09-07,1,5,Match 3,125436,3087.0
2996,2024-09-07,1,6,Match 2,1299945,5.0
2997,2024-09-11,1,1,Match 6,0,2000000.0
2997,2024-09-11,1,2,Match 5 plus Bonus,1,1000000.0
2997,2024-09-11,1,3,Match 5,35,1750.0
2997,2024-09-11,1,4,Match 4,2221,140.0
2997,2024-09-11,1,5,Match 3,58098,30.0
2997,2024-09-11,1,6,Match 2,586885,0.0
2998,2024-09-14,1,1,Match 6,0,3990111.0
2998,2024-09-14,1,2,Match 5 plus Bonus,0,1000000.0
2998,2024-09-14,1,3,Match 5,51,1750.0
2998,2024-09-14,1,4,Match 4,3446,140.0
2998,2024-09-14,1,5,Match 3,87444,30.0
2998,2024-09-14,1,6,Match 2,893742,0.0
2999,2024-09-18,1,1,Match 6,0,5252313.0
2999,2024-09-18,1,2,Match 5 plus Bonus,1,1000000.0
2999,2024-09-18,1,3,Match 5,26,1750.0
2999,2024-09-18,1,4,Match 4,1825,140.0
2999,2024-09-18,1,5,Match 3,45863,30.0
2999,2024-09-18,1,6,Match 2,507611,0.0
3000,2024-09-21,1,1,Match 6,0,7303317.0
3000,2024-09-21,1,2,Match 5 plus Bonus,1,1000000.0
3000,2024-09-21,1,3,Match 5,58,1750.0
3000,2024-09-21,1,4,Match 4,4170,140.0
3000,2024-09-21,1,5,Match 3,102745,30.0
3000,2024-09-21,1,6,Match 2,1008660,0.0
3001,2024-09-25,1,1,Match 6,0,8665211.0
3001,2024-09-25,1,2,Match 5 plus Bonus,1,1000000.0
3001,2024-09-25,1,3,Match 5,25,1750.0
3001,2024-09-25,1,4,Match 4,2523,140.0
3001,2024-09-25,1,5,Match 3,67873,30.0
3001,2024-09-25,1,6,Match 2,678873,0.0
3002,2024-09-28,1,1,Match 6,0,11310063.0
3002,2024-09-28,1,2,Match 5 plus Bonus,3,10000001052357.0
3002,2024-09-28,1,3,Match 5,81,17504981.0
3002,2024-09-28,1,4,Match 4,5092,140211.0
3002,2024-09-28,1,5,Match 3,123578,3066.0
3002,2024-09-28,1,6,Match 2,1214853,5.0
3003,2024-10-02,1,1,Match 6,0,2000000.0
3003,2024-10-02,1,2,Match 5 plus Bonus,0,1000000.0
3003,2024-10-02,1,3,Match 5,54,1750.0
3003,2024-10-02,1,4,Match 4,3461,140.0
3003,2024-10-02,1,5,Match 3,79436,30.0
3003,2024-10-02,1,6,Match 2,702394,0.0
3004,2024-10-05,1,1,Match 6,0,4021501.0
3004,2024-10-05,1,2,Match 5 plus Bonus,1,1000000.0
3004,2024-10-05,1,3,Match 5,81,1750.0
3004,2024-10-05,1,4,Match 4,6210,140.0
3004,2024-10-05,1,5,Match 3,138341,30.0
3004,2024-10-05,1,6,Match 2,1183165,0.0
3005,2024-10-09,1,1,Match 6,0,5330124.0
3005,2024-10-09,1,2,Match 5 plus Bonus,0,1000000.0
3005,2024-10-09,1,3,Match 5,34,1750.0
3005,2024-10-09,1,4,Match 4,2094,140.0
3005,2024-10-09,1,5,Match 3,57067,30.0
3005,2024-10-09,1,6,Match 2,609619,0.0
3006,2024-10-12,1,1,Match 6,1,7422407.0
3006,2024-10-12,1,2,Match 5 plus Bonus,2,1000000.0
3006,2024-10-12,1,3,Match 5,129,1750.0
3006,2024-10-12,1,4,Match 4,6614,140.0
3006,2024-10-12,1,5,Match 3,139443,30.0
3006,2024-10-12,1,6,Match 2,1205591,0.0
3007,2024-10-16,1,1,Match 6,0,2000000.0
3007,2024-10-16,1,2,Match 5 plus Bonus,2,1000000.0
3007,2024-10-16,1,3,Match 5,55,1750.0
3007,2024-10-16,1,4,Match 4,3092,140.0
3007,2024-10-16,1,5,Match 3,73412,30.0
3007,2024-10-16,1,6,Match 2,673680,0.0
3008,2024-10-19,1,1,Match 6,0,3997249.0
3008,2024-10-19,1,2,Match 5 plus Bonus,0,1000000.0
3008,2024-10-19,1,3,Match 5,39,1750.0
3008,2024-10-19,1,4,Match 4,3374,140.0
3008,2024-10-19,1,5,Match 3,81142,30.0
3008,2024-10-19,1,6,Match 2,855596,0.0
3009,2024-10-23,1,1,Match 6,0,5243988.0
3009,2024-10-23,1,2,Match 5 plus Bonus,2,1000000.0
3009,2024-10-23,1,3,Match 5,45,1750.0
3009,2024-10-23,1,4,Match 4,3674,140.0
3009,2024-10-23,1,5,Match 3,82988,30.0
3009,2024-10-23,1,6,Match 2,701936,0.0
3010,2024-10-26,1,1,Match 6,1,7359568.0
3010,2024-10-26,1,2,Match 5 plus Bonus,3,1000000.0
3010,2024-10-26,1,3,Match 5,70,1750.0
3010,2024-10-26,1,4,Match 4,5502,140.0
3010,2024-10-26,1,5,Match 3,121633,30.0
3010,2024-10-26,1,6,Match 2,1116034,0.0
3011,2024-10-30,1,1,Match 6,0,2000000.0
3011,2024-10-30,1,2,Match 5 plus Bonus,0,1000000.0
3011,2024-10-30,1,3,Match 5,15,1750.0
3011,2024-10-30,1,4,Match 4,1788,140.0
3011,2024-10-30,1,5,Match 3,44413,30.0
3011,2024-10-30,1,6,Match 2,454292,0.0
3012,2024-11-02,1,1,Match 6,0,3986658.0
3012,2024-11-02,1,2,Match 5 plus Bonus,0,1000000.0
3012,2024-11-02,1,3,Match 5,51,1750.0
3012,2024-11-02,1,4,Match 4,4130,140.0
3012,2024-11-02,1,5,Match 3,107787,30.0
3012,2024-11-02,1,6,Match 2,1071829,0.0
3013,2024-11-06,1,1,Match 6,2,2637641.0
3013,2024-11-06,1,2,Match 5 plus Bonus,1,1000000.0
3013,2024-11-06,1,3,Match 5,69,1750.0
3013,2024-11-06,1,4,Match 4,4122,140.0
3013,2024-11-06,1,5,Match 3,87607,30.0
3013,2024-11-06,1,6,Match 2,752827,0.0
3014,2024-11-09,1,1,Match 6,0,15000000.0
3014,2024-11-09,1,2,Match 5 plus Bonus,1,10000001262917.0
3014,2024-11-09,1,3,Match 5,72,17507836.0
3014,2024-11-09,1,4,Match 4,4920,140264.0
3014,2024-11-09,1,5,Match 3,119231,3092.0
3014,2024-11-09,1,6,Match 2,1247215,5.0
3015,2024-11-13,1,1,Match 6,0,2000000.0
3015,2024-11-13,1,2,Match 5 plus Bonus,0,1000000.0
3015,2024-11-13,1,3,Match 5,43,1750.0
3015,2024-11-13,1,4,Match 4,2528,140.0
3015,2024-11-13,1,5,Match 3,65946,30.0
3015,2024-11-13,1,6,Match 2,651067,0.0
3016,2024-11-16,1,1,Match 6,0,4026427.0
3016,2024-11-16,1,2,Match 5 plus Bonus,0,1000000.0
3016,2024-11-16,1,3,Match 5,53,1750.0
3016,2024-11-16,1,4,Match 4,2994,140.0
3016,2024-11-16,1,5,Match 3,81073,30.0
3016,2024-11-16,1,6,Match 2,880829,0.0
3017,2024-11-20,1,1,Match 6,0,5297691.0
3017,2024-11-20,1,2,Match 5 plus Bonus,0,1000000.0
3017,2024-11-20,1,3,Match 5,35,1750.0
3017,2024-11-20,1,4,Match 4,3143,140.0
3017,2024-11-20,1,5,Match 3,74234,30.0
3017,2024-11-20,1,6,Match 2,675665,0.0
3018,2024-11-23,1,1,Match 6,1,7418062.0
3018,2024-11-23,1,2,Match 5 plus Bonus,0,1000000.0
3018,2024-11-23,1,3,Match 5,186,1750.0
3018,2024-11-23,1,4,Match 4,8880,140.0
3018,2024-11-23,1,5,Match 3,159054,30.0
3018,2024-11-23,1,6,Match 2,1236904,0.0
3019,2024-11-27,1,1,Match 6,0,2000000.0
3019,2024-11-27,1,2,Match 5 plus Bonus,0,1000000.0
3019,2024-11-27,1,3,Match 5,18,1750.0
3019,2024-11-27,1,4,Match 4,2044,140.0
3019,2024-11-27,1,5,Match 3,50631,30.0
3019,2024-11-27,1,6,Match 2,523085,0.0
3020,2024-11-30,1,1,Match 6,0,3995882.0
3020,2024-11-30,1,2,Match 5 plus Bonus,1,1000000.0
3020,2024-11-30,1,3,Match 5,84,1750.0
3020,2024-11-30,1,4,Match 4,5937,140.0
3020,2024-11-30,1,5,Match 3,129524,30.0
3020,2024-11-30,1,6,Match 2,1143615,0.0
3021,2024-12-04,1,1,Match 6,0,5296513.0
3021,2024-12-04,1,2,Match 5 plus Bonus,1,1000000.0
3021,2024-12-04,1,3,Match 5,33,1750.0
3021,2024-12-04,1,4,Match 4,3122,140.0
3021,2024-12-04,1,5,Match 3,72253,30.0
3021,2024-12-04,1,6,Match 2,672685,0.0
3022,2024-12-07,1,1,Match 6,1,7389095.0
3022,2024-12-07,1,2,Match 5 plus Bonus,3,1000000.0
3022,2024-12-07,1,3,Match 5,115,1750.0
3022,2024-12-07,1,4,Match 4,7235,140.0
3022,2024-12-07,1,5,Match 3,146398,30.0
3022,2024-12-07,1,6,Match 2,1198686,0.0
3023,2024-12-11,1,1,Match 6,0,2000000.0
3023,2024-12-11,1,2,Match 5 plus Bonus,0,1000000.0
3023,2024-12-11,1,3,Match 5,26,1750.0
3023,2024-12-11,1,4,Match 4,1886,140.0
3023,2024-12-11,1,5,Match 3,47191,30.0
3023,2024-12-11,1,6,Match 2,496273,0.0
3024,2024-12-14,1,1,Match 6,0,3956775.0
3024,2024-12-14,1,2,Match 5 plus Bonus,5,1000000.0
3024,2024-12-14,1,3,Match 5,75,1750.0
3024,2024-12-14,1,4,Match 4,6239,140.0
3024,2024-12-14,1,5,Match 3,136368,30.0
3024,2024-12-14,1,6,Match 2,1177612,0.0
3025,2024-12-18,1,1,Match 6,0,5298353.0
3025,2024-12-18,1,2,Match 5 plus Bonus,0,1000000.0
3025,2024-12-18,1,3,Match 5,32,1750.0
3025,2024-12-18,1,4,Match 4,2272,140.0
3025,2024-12-18,1,5,Match 3,55524,30.0
3025,2024-12-18,1,6,Match 2,570090,0.0
3026,2024-12-21,1,1,Match 6,0,7461142.0
3026,2024-12-21,1,2,Match 5 plus Bonus,1,1000000.0
3026,2024-12-21,1,3,Match 5,52,1750.0
3026,2024-12-21,1,4,Match 4,5275,140.0
3026,2024-12-21,1,5,Match 3,127676,30.0
3026,2024-12-21,1,6,Match 2,1185167,0.0
3027,2024-12-25,1,1,Match 6,0,15000000.0
3027,2024-12-25,1,2,Match 5 plus Bonus,2,10000001097472.0
3027,2024-12-25,1,3,Match 5,111,17504677.0
3027,2024-12-25,1,4,Match 4,7473,140200.0
3027,2024-12-25,1,5,Match 3,178521,3060.0
3027,2024-12-25,1,6,Match 2,1700370,5.0
3028,2024-12-28,1,1,Match 6,0,3800000.0
3028,2024-12-28,1,2,Match 5 plus Bonus,0,1000000.0
3028,2024-12-28,1,3,Match 5,58,1750.0
3028,2024-12-28,1,4,Match 4,3545,140.0
3028,2024-12-28,1,5,Match 3,83197,30.0
3028,2024-12-28,1,6,Match 2,871248,0.0
3029,2025-01-01,1,1,Match 6,0,5427783.0
3029,2025-01-01,1,2,Match 5 plus Bonus,1,1000000.0
3029,2025-01-01,1,3,Match 5,45,1750.0
3029,2025-01-01,1,4,Match 4,2853,140.0
3029,2025-01-01,1,5,Match 3,71037,30.0
3029,2025-01-01,1,6,Match 2,716372,0.0
3030,2025-01-04,1,1,Match 6,1,7533329.0
3030,2025-01-04,1,2,Match 5 plus Bonus,1,1000000.0
3030,2025-01-04,1,3,Match 5,100,1750.0
3030,2025-01-04,1,4,Match 4,6445,140.0
3030,2025-01-04,1,5,Match 3,141069,30.0
3030,2025-01-04,1,6,Match 2,1211698,0.0
3031,2025-01-08,1,1,Match 6,0,2000000.0
3031,2025-01-08,1,2,Match 5 plus Bonus,3,1000000.0
3031,2025-01-08,1,3,Match 5,87,1750.0
3031,2025-01-08,1,4,Match 4,4916,140.0
3031,2025-01-08,1,5,Match 3,98871,30.0
3031,2025-01-08,1,6,Match 2,751908,0.0
3032,2025-01-11,1,1,Match 6,1,4033571.0
3032,2025-01-11,1,2,Match 5 plus Bonus,2,1000000.0
3032,2025-01-11,1,3,Match 5,385,1750.0
3032,2025-01-11,1,4,Match 4,14593,140.0
3032,2025-01-11,1,5,Match 3,203724,30.0
3032,2025-01-11,1,6,Match 2,1341527,0.0
3033,2025-01-15,1,1,Match 6,0,2000000.0
3033,2025-01-15,1,2,Match 5 plus Bonus,1,1000000.0
3033,2025-01-15,1,3,Match 5,28,1750.0
3033,2025-01-15,1,4,Match 4,1895,140.0
3033,2025-01-15,1,5,Match 3,49906,30.0
3033,2025-01-15,1,6,Match 2,518953,0.0
3034,2025-01-18,1,1,Match 6,1,4004523.0
3034,2025-01-18,1,2,Match 5 plus Bonus,0,1000000.0
3034,2025-01-18,1,3,Match 5,85,1750.0
3034,2025-01-18,1,4,Match 4,5428,140.0
3034,2025-01-18,1,5,Match 3,120508,30.0
3034,2025-01-18,1,6,Match 2,1083493,0.0
3035,2025-01-22,1,1,Match 6,0,2000000.0
3035,2025-01-22,1,2,Match 5 plus Bonus,1,1000000.0
3035,2025-01-22,1,3,Match 5,44,1750.0
3035,2025-01-22,1,4,Match 4,3269,140.0
3035,2025-01-22,1,5,Match 3,74969,30.0
3035,2025-01-22,1,6,Match 2,662431,0.0
3036,2025-01-25,1,1,Match 6,0,4014574.0
3036,2025-01-25,1,2,Match 5 plus Bonus,0,1000000.0
3036,2025-01-25,1,3,Match 5,57,1750.0
3036,2025-01-25,1,4,Match 4,3807,140.0
3036,2025-01-25,1,5,Match 3,97271,30.0
3036,2025-01-25,1,6,Match 2,958579,0.0
3037,2025-01-29,1,1,Match 6,0,5336678.0
3037,2025-01-29,1,2,Match 5 plus Bonus,0,1000000.0
3037,2025-01-29,1,3,Match 5,59,1750.0
3037,2025-01-29,1,4,Match 4,3689,140.0
3037,2025-01-29,1,5,Match 3,83004,30.0
3037,2025-01-29,1,6,Match 2,735165,0.0
3038,2025-02-01,1,1,Match 6,0,15000000.0
3038,2025-02-01,1,2,Match 5 plus Bonus,1,10000001216628.0
3038,2025-02-01,1,3,Match 5,84,17506048.0
3038,2025-02-01,1,4,Match 4,6939,140212.0
3038,2025-02-01,1,5,Match 3,166145,3066.0
3038,2025-02-01,1,6,Match 2,1555808,5.0
3039,2025-02-05,1,1,Match 6,0,2000000.0
3039,2025-02-05,1,2,Match 5 plus Bonus,3,1000000.0
3039,2025-02-05,1,3,Match 5,34,1750.0
3039,2025-02-05,1,4,Match 4,1996,140.0
3039,2025-02-05,1,5,Match 3,49071,30.0
3039,2025-02-05,1,6,Match 2,522035,0.0
3040,2025-02-08,1,1,Match 6,0,4043469.0
3040,2025-02-08,1,2,Match 5 plus Bonus,0,1000000.0
3040,2025-02-08,1,3,Match 5,44,1750.0
3040,2025-02-08,1,4,Match 4,3921,140.0
3040,2025-02-08,1,5,Match 3,92959,30.0
3040,2025-02-08,1,6,Match 2,937290,0.0
3041,2025-02-12,1,1,Match 6,0,5359596.0
3041,2025-02-12,1,2,Match 5 plus Bonus,0,1000000.0
3041,2025-02-12,1,3,Match 5,33,1750.0
3041,2025-02-12,1,4,Match 4,1929,140.0
3041,2025-02-12,1,5,Match 3,46137,30.0
3041,2025-02-12,1,6,Match 2,486502,0.0
3042,2025-02-15,1,1,Match 6,1,7483933.0
3042,2025-02-15,1,2,Match 5 plus Bonus,1,1000000.0
3042,2025-02-15,1,3,Match 5,35,1750.0
3042,2025-02-15,1,4,Match 4,3334,140.0
3042,2025-02-15,1,5,Match 3,81564,30.0
3042,2025-02-15,1,6,Match 2,855864,0.0
3043,2025-02-19,1,1,Match 6,0,2000000.0
3043,2025-02-19,1,2,Match 5 plus Bonus,0,1000000.0
3043,2025-02-19,1,3,Match 5,25,1750.0
3043,2025-02-19,1,4,Match 4,2726,140.0
3043,2025-02-19,1,5,Match 3,63246,30.0
3043,2025-02-19,1,6,Match 2,615849,0.0
3044,2025-02-22,1,1,Match 6,0,3984470.0
3044,2025-02-22,1,2,Match 5 plus Bonus,2,1000000.0
3044,2025-02-22,1,3,Match 5,80,1750.0
3044,2025-02-22,1,4,Match 4,6998,140.0
3044,2025-02-22,1,5,Match 3,148607,30.0
3044,2025-02-22,1,6,Match 2,1201127,0.0
3045,2025-02-26,1,1,Match 6,3,1772335.0
3045,2025-02-26,1,2,Match 5 plus Bonus,2,1000000.0
3045,2025-02-26,1,3,Match 5,95,1750.0
3045,2025-02-26,1,4,Match 4,5400,140.0
3045,2025-02-26,1,5,Match 3,99587,30.0
3045,2025-02-26,1,6,Match 2,778757,0.0
3046,2025-03-01,1,1,Match 6,2,1900000.0
3046,2025-03-01,1,2,Match 5 plus Bonus,0,1000000.0
3046,2025-03-01,1,3,Match 5,92,1750.0
3046,2025-03-01,1,4,Match 4,6308,140.0
3046,2025-03-01,1,5,Match 3,136499,30.0
3046,2025-03-01,1,6,Match 2,1161678,0.0
3047,2025-03-05,1,1,Match 6,0,2000000.0
3047,2025-03-05,1,2,Match 5 plus Bonus,0,1000000.0
3047,2025-03-05,1,3,Match 5,57,1750.0
3047,2025-03-05,1,4,Match 4,3626,140.0
3047,2025-03-05,1,5,Match 3,80474,30.0
3047,2025-03-05,1,6,Match 2,702689,0.0
3048,2025-03-08,1,1,Match 6,0,4014596.0
3048,2025-03-08,1,2,Match 5 plus Bonus,2,1000000.0
3048,2025-03-08,1,3,Match 5,91,1750.0
3048,2025-03-08,1,4,Match 4,5676,140.0
3048,2025-03-08,1,5,Match 3,124037,30.0
3048,2025-03-08,1,6,Match 2,1109496,0.0
3049,2025-03-12,1,1,Match 6,0,5332422.0
3049,2025-03-12,1,2,Match 5 plus Bonus,0,1000000.0
3049,2025-03-12,1,3,Match 5,32,1750.0
3049,2025-03-12,1,4,Match 4,2056,140.0
3049,2025-03-12,1,5,Match 3,47895,30.0
3049,2025-03-12,1,6,Match 2,492643,0.0
3050,2025-03-15,1,1,Match 6,0,7441273.0
3050,2025-03-15,1,2,Match 5 plus Bonus,2,1000000.0
3050,2025-03-15,1,3,Match 5,111,1750.0
3050,2025-03-15,1,4,Match 4,6563,140.0
3050,2025-03-15,1,5,Match 3,146640,30.0
3050,2025-03-15,1,6,Match 2,1263911,0.0
3051,2025-03-19,1,1,Match 6,0,8943271.0
3051,2025-03-19,1,2,Match 5 plus Bonus,0,1000000.0
3051,2025-03-19,1,3,Match 5,58,1750.0
3051,2025-03-19,1,4,Match 4,3822,140.0
