draw_number,draw_date,round,tier,category,winners,prize_per_winner
2398,2018-12-15,1,4,Match 4,4728,140.0
2398,2018-12-15,1,5,Match 3,106843,30.0
2398,2018-12-15,1,6,Match 2,1007742,0.0
2399,2018-12-19,1,1,Match 6,0,5341733.0
2399,2018-12-19,1,2,Match 5 plus Bonus,0,1000000.0
2399,2018-12-19,1,3,Match 5,34,1750.0
2399,2018-12-19,1,4,Match 4,2105,140.0
2399,2018-12-19,1,5,Match 3,56225,30.0
2399,2018-12-19,1,6,Match 2,575140,0.0
2400,2018-12-22,1,1,Match 6,2,7500000.0
2400,2018-12-22,1,2,Match 5 plus Bonus,2,1000000.0
2400,2018-12-22,1,3,Match 5,89,1750.0
2400,2018-12-22,1,4,Match 4,6618,140.0
2400,2018-12-22,1,5,Match 3,156964,30.0
2400,2018-12-22,1,6,Match 2,1468520,0.0
2401,2018-12-26,1,1,Match 6,0,2000000.0
2401,2018-12-26,1,2,Match 5 plus Bonus,1,1000000.0
2401,2018-12-26,1,3,Match 5,30,1750.0
2401,2018-12-26,1,4,Match 4,2114,140.0
2401,2018-12-26,1,5,Match 3,56251,30.0
2401,2018-12-26,1,6,Match 2,571604,0.0
2402,2018-12-29,1,1,Match 6,0,4142191.0
2402,2018-12-29,1,2,Match 5 plus Bonus,1,1000000.0
2402,2018-12-29,1,3,Match 5,45,1750.0
2402,2018-12-29,1,4,Match 4,3398,140.0
2402,2018-12-29,1,5,Match 3,85481,30.0
2402,2018-12-29,1,6,Match 2,893158,0.0
2403,2019-01-02,1,1,Match 6,0,5502058.0
2403,2019-01-02,1,2,Match 5 plus Bonus,3,1000000.0
2403,2019-01-02,1,3,Match 5,40,1750.0
2403,2019-01-02,1,4,Match 4,2742,140.0
2403,2019-01-02,1,5,Match 3,67960,30.0
2403,2019-01-02,1,6,Match 2,692218,0.0
2404,2019-01-05,1,1,Match 6,0,7835827.0
2404,2019-01-05,1,2,Match 5 plus Bonus,3,1000000.0
2404,2019-01-05,1,3,Match 5,69,1750.0
2404,2019-01-05,1,4,Match 4,5936,140.0
2404,2019-01-05,1,5,Match 3,141724,30.0
2404,2019-01-05,1,6,Match 2,1287321,0.0
2405,2019-01-09,1,1,Match 6,1,9370844.0
2405,2019-01-09,1,2,Match 5 plus Bonus,2,1000000.0
2405,2019-01-09,1,3,Match 5,49,1750.0
2405,2019-01-09,1,4,Match 4,2767,140.0
2405,2019-01-09,1,5,Match 3,67187,30.0
2405,2019-01-09,1,6,Match 2,685614,0.0
2406,2019-01-12,1,1,Match 6,0,3800000.0
2406,2019-01-12,1,2,Match 5 plus Bonus,0,1000000.0
2406,2019-01-12,1,3,Match 5,37,1750.0
2406,2019-01-12,1,4,Match 4,3837,140.0
2406,2019-01-12,1,5,Match 3,94613,30.0
2406,2019-01-12,1,6,Match 2,964675,0.0
2407,2019-01-16,1,1,Match 6,0,5107726.0
2407,2019-01-16,1,2,Match 5 plus Bonus,1,1000000.0
2407,2019-01-16,1,3,Match 5,24,1750.0
2407,2019-01-16,1,4,Match 4,1982,140.0
2407,2019-01-16,1,5,Match 3,51756,30.0
2407,2019-01-16,1,6,Match 2,573092,0.0
2408,2019-01-19,1,1,Match 6,0,7361168.0
2408,2019-01-19,1,2,Match 5 plus Bonus,2,1000000.0
2408,2019-01-19,1,3,Match 5,107,1750.0
2408,2019-01-19,1,4,Match 4,6062,140.0
2408,2019-01-19,1,5,Match 3,138500,30.0
2408,2019-01-19,1,6,Match 2,1244780,0.0
2409,2019-01-23,1,1,Match 6,0,8792887.0
2409,2019-01-23,1,2,Match 5 plus Bonus,0,1000000.0
2409,2019-01-23,1,3,Match 5,29,1750.0
2409,2019-01-23,1,4,Match 4,2686,140.0
2409,2019-01-23,1,5,Match 3,68529,30.0
2409,2019-01-23,1,6,Match 2,695585,0.0
2410,2019-01-26,1,1,Match 6,0,11202778.0
2410,2019-01-26,1,2,Match 5 plus Bonus,1,1000000.0
2410,2019-01-26,1,3,Match 5,51,1750.0
2410,2019-01-26,1,4,Match 4,3354,140.0
2410,2019-01-26,1,5,Match 3,85477,30.0
2410,2019-01-26,1,6,Match 2,913780,0.0
2411,2019-01-30,1,1,Match 6,0,12950857.0
2411,2019-01-30,1,2,Match 5 plus Bonus,1,10000001388525.0
2411,2019-01-30,1,3,Match 5,43,175019820.0
2411,2019-01-30,1,4,Match 4,3767,140724.0
2411,2019-01-30,1,5,Match 3,88347,30138.0
2411,2019-01-30,1,6,Match 2,867674,0.0
2412,2019-02-02,1,1,Match 6,0,3800000.0
2412,2019-02-02,1,2,Match 5 plus Bonus,5,1000000.0
2412,2019-02-02,1,3,Match 5,49,1750.0
2412,2019-02-02,1,4,Match 4,3107,140.0
2412,2019-02-02,1,5,Match 3,73656,30.0
2412,2019-02-02,1,6,Match 2,820933,0.0
2413,2019-02-06,1,1,Match 6,0,5116445.0
2413,2019-02-06,1,2,Match 5 plus Bonus,0,1000000.0
2413,2019-02-06,1,3,Match 5,35,1750.0
2413,2019-02-06,1,4,Match 4,2664,140.0
2413,2019-02-06,1,5,Match 3,65866,30.0
2413,2019-02-06,1,6,Match 2,651683,0.0
2414,2019-02-09,1,1,Match 6,0,7369767.0
2414,2019-02-09,1,2,Match 5 plus Bonus,1,1000000.0
2414,2019-02-09,1,3,Match 5,76,1750.0
2414,2019-02-09,1,4,Match 4,5117,140.0
2414,2019-02-09,1,5,Match 3,119929,30.0
2414,2019-02-09,1,6,Match 2,1139457,0.0
2415,2019-02-13,1,1,Match 6,0,14000000.0
2415,2019-02-13,1,2,Match 5 plus Bonus,1,1000000.0
2415,2019-02-13,1,3,Match 5,75,1750.0
2415,2019-02-13,1,4,Match 4,5187,140.0
2415,2019-02-13,1,5,Match 3,110947,30.0
2415,2019-02-13,1,6,Match 2,960916,0.0
2416,2019-02-16,1,1,Match 6,0,16502197.0
2416,2019-02-16,1,2,Match 5 plus Bonus,3,1000000.0
2416,2019-02-16,1,3,Match 5,67,1750.0
2416,2019-02-16,1,4,Match 4,4611,140.0
2416,2019-02-16,1,5,Match 3,117498,30.0
2416,2019-02-16,1,6,Match 2,1200224,0.0
2417,2019-02-20,1,1,Match 6,0,18448180.0
2417,2019-02-20,1,2,Match 5 plus Bonus,2,10000001276722.0
2417,2019-02-20,1,3,Match 5,86,175014620.0
2417,2019-02-20,1,4,Match 4,4817,140791.0
2417,2019-02-20,1,5,Match 3,110099,30153.0
2417,2019-02-20,1,6,Match 2,1007876,0.0
2418,2019-02-23,1,1,Match 6,0,3800000.0
2418,2019-02-23,1,2,Match 5 plus Bonus,2,1000000.0
2418,2019-02-23,1,3,Match 5,74,1750.0
2418,2019-02-23,1,4,Match 4,5536,140.0
2418,2019-02-23,1,5,Match 3,124563,30.0
2418,2019-02-23,1,6,Match 2,1146497,0.0
2419,2019-02-27,1,1,Match 6,0,5143862.0
2419,2019-02-27,1,2,Match 5 plus Bonus,0,1000000.0
2419,2019-02-27,1,3,Match 5,28,1750.0
2419,2019-02-27,1,4,Match 4,2120,140.0
2419,2019-02-27,1,5,Match 3,54918,30.0
2419,2019-02-27,1,6,Match 2,592332,0.0
2420,2019-03-02,1,1,Match 6,0,7379371.0
2420,2019-03-02,1,2,Match 5 plus Bonus,1,1000000.0
2420,2019-03-02,1,3,Match 5,180,1750.0
2420,2019-03-02,1,4,Match 4,8694,140.0
2420,2019-03-02,1,5,Match 3,167894,30.0
2420,2019-03-02,1,6,Match 2,1329282,0.0
2421,2019-03-06,1,1,Match 6,0,8876514.0
2421,2019-03-06,1,2,Match 5 plus Bonus,2,1000000.0
2421,2019-03-06,1,3,Match 5,39,1750.0
2421,2019-03-06,1,4,Match 4,2944,140.0
2421,2019-03-06,1,5,Match 3,70834,30.0
2421,2019-03-06,1,6,Match 2,724752,0.0
2422,2019-03-09,1,1,Match 6,0,11252974.0
2422,2019-03-09,1,2,Match 5 plus Bonus,0,1000000.0
2422,2019-03-09,1,3,Match 5,49,1750.0
2422,2019-03-09,1,4,Match 4,3983,140.0
2422,2019-03-09,1,5,Match 3,98131,30.0
2422,2019-03-09,1,6,Match 2,1022571,0.0
2423,2019-03-13,1,1,Match 6,0,12984966.0
2423,2019-03-13,1,2,Match 5 plus Bonus,2,10000001194774.0
2423,2019-03-13,1,3,Match 5,63,175014116.0
2423,2019-03-13,1,4,Match 4,3932,140701.0
2423,2019-03-13,1,5,Match 3,92543,30133.0
2423,2019-03-13,1,6,Match 2,887026,0.0
2424,2019-03-16,1,1,Match 6,1,3800000.0
2424,2019-03-16,1,2,Match 5 plus Bonus,1,1000000.0
2424,2019-03-16,1,3,Match 5,52,1750.0
2424,2019-03-16,1,4,Match 4,3861,140.0
2424,2019-03-16,1,5,Match 3,96085,30.0
2424,2019-03-16,1,6,Match 2,970731,0.0
2425,2019-03-20,1,1,Match 6,0,2000000.0
2425,2019-03-20,1,2,Match 5 plus Bonus,1,1000000.0
2425,2019-03-20,1,3,Match 5,16,1750.0
2425,2019-03-20,1,4,Match 4,1825,140.0
2425,2019-03-20,1,5,Match 3,43145,30.0
2425,2019-03-20,1,6,Match 2,470447,0.0
2426,2019-03-23,1,1,Match 6,0,4119911.0
2426,2019-03-23,1,2,Match 5 plus Bonus,1,1000000.0
2426,2019-03-23,1,3,Match 5,53,1750.0
2426,2019-03-23,1,4,Match 4,2969,140.0
2426,2019-03-23,1,5,Match 3,76725,30.0
2426,2019-03-23,1,6,Match 2,837608,0.0
2427,2019-03-27,1,1,Match 6,0,5391107.0
2427,2019-03-27,1,2,Match 5 plus Bonus,0,1000000.0
2427,2019-03-27,1,3,Match 5,45,1750.0
2427,2019-03-27,1,4,Match 4,2137,140.0
2427,2019-03-27,1,5,Match 3,56720,30.0
2427,2019-03-27,1,6,Match 2,588070,0.0
2428,2019-03-30,1,1,Match 6,0,7604094.0
2428,2019-03-30,1,2,Match 5 plus Bonus,0,1000000.0
2428,2019-03-30,1,3,Match 5,55,1750.0
2428,2019-03-30,1,4,Match 4,3598,140.0
2428,2019-03-30,1,5,Match 3,91847,30.0
2428,2019-03-30,1,6,Match 2,953273,0.0
2429,2019-04-03,1,1,Match 6,0,9013509.0
2429,2019-04-03,1,2,Match 5 plus Bonus,4,1000000.0
2429,2019-04-03,1,3,Match 5,58,1750.0
2429,2019-04-03,1,4,Match 4,4045,140.0
2429,2019-04-03,1,5,Match 3,90130,30.0
2429,2019-04-03,1,6,Match 2,783492,0.0
2430,2019-04-06,1,1,Match 6,1,11399990.0
2430,2019-04-06,1,2,Match 5 plus Bonus,1,1000000.0
2430,2019-04-06,1,3,Match 5,103,1750.0
2430,2019-04-06,1,4,Match 4,7094,140.0
2430,2019-04-06,1,5,Match 3,151326,30.0
2430,2019-04-06,1,6,Match 2,1335197,0.0
2431,2019-04-10,1,1,Match 6,0,2000000.0
2431,2019-04-10,1,2,Match 5 plus Bonus,1,1000000.0
2431,2019-04-10,1,3,Match 5,41,1750.0
2431,2019-04-10,1,4,Match 4,2477,140.0
2431,2019-04-10,1,5,Match 3,60901,30.0
2431,2019-04-10,1,6,Match 2,590106,0.0
2432,2019-04-13,1,1,Match 6,0,4096661.0
2432,2019-04-13,1,2,Match 5 plus Bonus,2,1000000.0
2432,2019-04-13,1,3,Match 5,97,1750.0
2432,2019-04-13,1,4,Match 4,6387,140.0
2432,2019-04-13,1,5,Match 3,136726,30.0
2432,2019-04-13,1,6,Match 2,1187096,0.0
2433,2019-04-17,1,1,Match 6,0,5378892.0
2433,2019-04-17,1,2,Match 5 plus Bonus,0,1000000.0
2433,2019-04-17,1,3,Match 5,35,1750.0
2433,2019-04-17,1,4,Match 4,2590,140.0
2433,2019-04-17,1,5,Match 3,66826,30.0
2433,2019-04-17,1,6,Match 2,647205,0.0
2434,2019-04-20,1,1,Match 6,0,7531166.0
2434,2019-04-20,1,2,Match 5 plus Bonus,1,1000000.0
2434,2019-04-20,1,3,Match 5,65,1750.0
2434,2019-04-20,1,4,Match 4,6119,140.0
2434,2019-04-20,1,5,Match 3,147981,30.0
2434,2019-04-20,1,6,Match 2,1296735,0.0
2435,2019-04-24,1,1,Match 6,0,8964024.0
2435,2019-04-24,1,2,Match 5 plus Bonus,2,1000000.0
2435,2019-04-24,1,3,Match 5,31,1750.0
2435,2019-04-24,1,4,Match 4,2439,140.0
2435,2019-04-24,1,5,Match 3,58348,30.0
2435,2019-04-24,1,6,Match 2,602770,0.0
2436,2019-04-27,1,1,Match 6,0,11396192.0
2436,2019-04-27,1,2,Match 5 plus Bonus,2,10000001170942.0
2436,2019-04-27,1,3,Match 5,57,175013745.0
2436,2019-04-27,1,4,Match 4,4125,140609.0
2436,2019-04-27,1,5,Match 3,106172,30109.0
2436,2019-04-27,1,6,Match 2,1127123,0.0
2437,2019-05-01,1,1,Match 6,0,2000000.0
2437,2019-05-01,1,2,Match 5 plus Bonus,1,1000000.0
2437,2019-05-01,1,3,Match 5,41,1750.0
2437,2019-05-01,1,4,Match 4,2890,140.0
2437,2019-05-01,1,5,Match 3,70507,30.0
2437,2019-05-01,1,6,Match 2,661389,0.0
2438,2019-05-04,1,1,Match 6,0,4383861.0
2438,2019-05-04,1,2,Match 5 plus Bonus,1,1000000.0
2438,2019-05-04,1,3,Match 5,61,1750.0
2438,2019-05-04,1,4,Match 4,3837,140.0
2438,2019-05-04,1,5,Match 3,97939,100.0
2438,2019-05-04,1,6,Match 2,1032023,0.0
2439,2019-05-08,1,1,Match 6,0,5656449.0
2439,2019-05-08,1,2,Match 5 plus Bonus,0,1000000.0
2439,2019-05-08,1,3,Match 5,30,1750.0
2439,2019-05-08,1,4,Match 4,2169,140.0
2439,2019-05-08,1,5,Match 3,55644,30.0
2439,2019-05-08,1,6,Match 2,580995,0.0
2440,2019-05-11,1,1,Match 6,0,7861134.0
2440,2019-05-11,1,2,Match 5 plus Bonus,1,1000000.0
2440,2019-05-11,1,3,Match 5,58,1750.0
2440,2019-05-11,1,4,Match 4,3818,140.0
2440,2019-05-11,1,5,Match 3,100231,30.0
2440,2019-05-11,1,6,Match 2,1055739,0.0
2441,2019-05-15,1,1,Match 6,0,9288519.0
2441,2019-05-15,1,2,Match 5 plus Bonus,1,1000000.0
2441,2019-05-15,1,3,Match 5,43,1750.0
2441,2019-05-15,1,4,Match 4,3331,140.0
2441,2019-05-15,1,5,Match 3,80929,30.0
2441,2019-05-15,1,6,Match 2,762511,0.0
2442,2019-05-18,1,1,Match 6,0,11708252.0
2442,2019-05-18,1,2,Match 5 plus Bonus,0,10000001000000.0
2442,2019-05-18,1,3,Match 5,68,175012425.0
2442,2019-05-18,1,4,Match 4,6144,140473.0
2442,2019-05-18,1,5,Match 3,146795,3090.0
2442,2019-05-18,1,6,Match 2,1343590,0.0
2443,2019-05-22,1,1,Match 6,0,2000000.0
2443,2019-05-22,1,2,Match 5 plus Bonus,0,1000000.0
2443,2019-05-22,1,3,Match 5,19,1750.0
2443,2019-05-22,1,4,Match 4,2093,140.0
2443,2019-05-22,1,5,Match 3,62011,30.0
2443,2019-05-22,1,6,Match 2,620715,0.0
2444,2019-05-25,1,1,Match 6,1,4085154.0
2444,2019-05-25,1,2,Match 5 plus Bonus,3,1000000.0
2444,2019-05-25,1,3,Match 5,69,1750.0
2444,2019-05-25,1,4,Match 4,4833,140.0
2444,2019-05-25,1,5,Match 3,110893,30.0
2444,2019-05-25,1,6,Match 2,1068619,0.0
2445,2019-05-29,1,1,Match 6,1,2000000.0
2445,2019-05-29,1,2,Match 5 plus Bonus,0,1000000.0
2445,2019-05-29,1,3,Match 5,55,1750.0
2445,2019-05-29,1,4,Match 4,2601,140.0
2445,2019-05-29,1,5,Match 3,59262,30.0
2445,2019-05-29,1,6,Match 2,580100,0.0
2446,2019-06-01,1,1,Match 6,1,3800000.0
2446,2019-06-01,1,2,Match 5 plus Bonus,0,1000000.0
2446,2019-06-01,1,3,Match 5,57,1750.0
2446,2019-06-01,1,4,Match 4,4268,140.0
2446,2019-06-01,1,5,Match 3,100909,30.0
2446,2019-06-01,1,6,Match 2,983264,0.0
2447,2019-06-05,1,1,Match 6,1,2000000.0
2447,2019-06-05,1,2,Match 5 plus Bonus,0,1000000.0
2447,2019-06-05,1,3,Match 5,19,1750.0
2447,2019-06-05,1,4,Match 4,2029,140.0
2447,2019-06-05,1,5,Match 3,57463,30.0
2447,2019-06-05,1,6,Match 2,590014,0.0
2448,2019-06-08,1,1,Match 6,0,3800000.0
2448,2019-06-08,1,2,Match 5 plus Bonus,2,1000000.0
2448,2019-06-08,1,3,Match 5,62,1750.0
2448,2019-06-08,1,4,Match 4,4093,140.0
2448,2019-06-08,1,5,Match 3,103253,30.0
2448,2019-06-08,1,6,Match 2,1010759,0.0
2449,2019-06-12,1,1,Match 6,0,5053365.0
2449,2019-06-12,1,2,Match 5 plus Bonus,0,1000000.0
2449,2019-06-12,1,3,Match 5,22,1750.0
2449,2019-06-12,1,4,Match 4,2101,140.0
2449,2019-06-12,1,5,Match 3,53705,30.0
2449,2019-06-12,1,6,Match 2,546728,0.0
2450,2019-06-15,1,1,Match 6,0,7154203.0
2450,2019-06-15,1,2,Match 5 plus Bonus,1,1000000.0
2450,2019-06-15,1,3,Match 5,38,1750.0
2450,2019-06-15,1,4,Match 4,3029,140.0
2450,2019-06-15,1,5,Match 3,78829,30.0
2450,2019-06-15,1,6,Match 2,878889,0.0
2451,2019-06-19,1,1,Match 6,0,8513030.0
2451,2019-06-19,1,2,Match 5 plus Bonus,0,1000000.0
2451,2019-06-19,1,3,Match 5,44,1750.0
2451,2019-06-19,1,4,Match 4,2468,140.0
2451,2019-06-19,1,5,Match 3,59976,30.0
2451,2019-06-19,1,6,Match 2,607363,0.0
2452,2019-06-22,1,1,Match 6,0,10756674.0
2452,2019-06-22,1,2,Match 5 plus Bonus,0,1000000.0
2452,2019-06-22,1,3,Match 5,85,1750.0
2452,2019-06-22,1,4,Match 4,6251,140.0
2452,2019-06-22,1,5,Match 3,133981,30.0
2452,2019-06-22,1,6,Match 2,1212867,0.0
2453,2019-06-26,1,1,Match 6,0,12497210.0
2453,2019-06-26,1,2,Match 5 plus Bonus,1,10000001374916.0
2453,2019-06-26,1,3,Match 5,139,17507144.0
2453,2019-06-26,1,4,Match 4,7608,140419.0
2453,2019-06-26,1,5,Match 3,140032,3096.0
2453,2019-06-26,1,6,Match 2,1068415,0.0
2454,2019-06-29,1,1,Match 6,0,3800000.0
2454,2019-06-29,1,2,Match 5 plus Bonus,2,1000000.0
2454,2019-06-29,1,3,Match 5,46,1750.0
2454,2019-06-29,1,4,Match 4,3765,140.0
2454,2019-06-29,1,5,Match 3,96897,30.0
2454,2019-06-29,1,6,Match 2,960599,0.0
2455,2019-07-03,1,1,Match 6,0,5068385.0
2455,2019-07-03,1,2,Match 5 plus Bonus,0,1000000.0
2455,2019-07-03,1,3,Match 5,25,1750.0
2455,2019-07-03,1,4,Match 4,2414,140.0
2455,2019-07-03,1,5,Match 3,63533,30.0
2455,2019-07-03,1,6,Match 2,633301,0.0
2456,2019-07-06,1,1,Match 6,0,7161130.0
2456,2019-07-06,1,2,Match 5 plus Bonus,1,1000000.0
2456,2019-07-06,1,3,Match 5,38,1750.0
2456,2019-07-06,1,4,Match 4,2788,140.0
2456,2019-07-06,1,5,Match 3,70848,30.0
2456,2019-07-06,1,6,Match 2,785265,0.0
2457,2019-07-10,1,1,Match 6,0,8512227.0
2457,2019-07-10,1,2,Match 5 plus Bonus,0,1000000.0
2457,2019-07-10,1,3,Match 5,39,1750.0
2457,2019-07-10,1,4,Match 4,2708,140.0
2457,2019-07-10,1,5,Match 3,74602,30.0
2457,2019-07-10,1,6,Match 2,727974,0.0
2458,2019-07-13,1,1,Match 6,0,10751044.0
2458,2019-07-13,1,2,Match 5 plus Bonus,0,1000000.0
2458,2019-07-13,1,3,Match 5,53,1750.0
2458,2019-07-13,1,4,Match 4,3929,140.0
2458,2019-07-13,1,5,Match 3,101309,30.0
2458,2019-07-13,1,6,Match 2,1033167,0.0
2459,2019-07-17,1,1,Match 6,0,12500333.0
2459,2019-07-17,1,2,Match 5 plus Bonus,1,10000001375009.0
2459,2019-07-17,1,3,Match 5,61,175014045.0
2459,2019-07-17,1,4,Match 4,4529,140609.0
2459,2019-07-17,1,5,Match 3,94275,30128.0
2459,2019-07-17,1,6,Match 2,900325,0.0
2460,2019-07-20,1,1,Match 6,0,3800000.0
2460,2019-07-20,1,2,Match 5 plus Bonus,3,1000000.0
2460,2019-07-20,1,3,Match 5,83,1750.0
2460,2019-07-20,1,4,Match 4,5719,140.0
2460,2019-07-20,1,5,Match 3,131060,30.0
2460,2019-07-20,1,6,Match 2,1153356,0.0
2461,2019-07-24,1,1,Match 6,1,5067046.0
2461,2019-07-24,1,2,Match 5 plus Bonus,2,1000000.0
2461,2019-07-24,1,3,Match 5,75,1750.0
2461,2019-07-24,1,4,Match 4,4294,140.0
2461,2019-07-24,1,5,Match 3,88016,30.0
2461,2019-07-24,1,6,Match 2,737125,0.0
2462,2019-07-27,1,1,Match 6,0,3800000.0
2462,2019-07-27,1,2,Match 5 plus Bonus,0,1000000.0
2462,2019-07-27,1,3,Match 5,49,1750.0
2462,2019-07-27,1,4,Match 4,3523,140.0
2462,2019-07-27,1,5,Match 3,90624,30.0
2462,2019-07-27,1,6,Match 2,952581,0.0
2463,2019-07-31,1,1,Match 6,0,5070482.0
2463,2019-07-31,1,2,Match 5 plus Bonus,0,1000000.0
2463,2019-07-31,1,3,Match 5,41,1750.0
2463,2019-07-31,1,4,Match 4,2835,140.0
2463,2019-07-31,1,5,Match 3,69157,30.0
2463,2019-07-31,1,6,Match 2,658511,0.0
2464,2019-08-03,1,1,Match 6,0,7207889.0
2464,2019-08-03,1,2,Match 5 plus Bonus,0,1000000.0
2464,2019-08-03,1,3,Match 5,33,1750.0
2464,2019-08-03,1,4,Match 4,3507,140.0
2464,2019-08-03,1,5,Match 3,92716,30.0
2464,2019-08-03,1,6,Match 2,986020,0.0
2465,2019-08-07,1,1,Match 6,0,8607863.0
2465,2019-08-07,1,2,Match 5 plus Bonus,1,1000000.0
2465,2019-08-07,1,3,Match 5,33,1750.0
2465,2019-08-07,1,4,Match 4,2983,140.0
2465,2019-08-07,1,5,Match 3,71133,30.0
2465,2019-08-07,1,6,Match 2,692328,0.0
2466,2019-08-10,1,1,Match 6,0,10861287.0
2466,2019-08-10,1,2,Match 5 plus Bonus,3,1000000.0
2466,2019-08-10,1,3,Match 5,420,1750.0
2466,2019-08-10,1,4,Match 4,16369,140.0
2466,2019-08-10,1,5,Match 3,238272,30.0
2466,2019-08-10,1,6,Match 2,1555069,0.0
2467,2019-08-14,1,1,Match 6,0,12675909.0
2467,2019-08-14,1,2,Match 5 plus Bonus,2,10000001190138.0
2467,2019-08-14,1,3,Match 5,56,175015331.0
2467,2019-08-14,1,4,Match 4,4336,140636.0
2467,2019-08-14,1,5,Match 3,98426,30125.0
2467,2019-08-14,1,6,Match 2,914152,0.0
2468,2019-08-17,1,1,Match 6,0,3800000.0
2468,2019-08-17,1,2,Match 5 plus Bonus,1,1000000.0
2468,2019-08-17,1,3,Match 5,53,1750.0
2468,2019-08-17,1,4,Match 4,3903,140.0
2468,2019-08-17,1,5,Match 3,102409,30.0
2468,2019-08-17,1,6,Match 2,1059661,0.0
2469,2019-08-21,1,1,Match 6,0,5096106.0
2469,2019-08-21,1,2,Match 5 plus Bonus,0,1000000.0
2469,2019-08-21,1,3,Match 5,30,1750.0
2469,2019-08-21,1,4,Match 4,1897,140.0
2469,2019-08-21,1,5,Match 3,47908,30.0
2469,2019-08-21,1,6,Match 2,524654,0.0
2470,2019-08-24,1,1,Match 6,0,7360035.0
2470,2019-08-24,1,2,Match 5 plus Bonus,2,2000000.0
2470,2019-08-24,1,3,Match 5,49,3500.0
2470,2019-08-24,1,4,Match 4,3767,280.0
2470,2019-08-24,1,5,Match 3,95955,60.0
2470,2019-08-24,1,6,Match 2,943479,0.0
2471,2019-08-28,1,1,Match 6,0,8736316.0
2471,2019-08-28,1,2,Match 5 plus Bonus,0,1000000.0
2471,2019-08-28,1,3,Match 5,22,1750.0
2471,2019-08-28,1,4,Match 4,1863,140.0
2471,2019-08-28,1,5,Match 3,47861,30.0
2471,2019-08-28,1,6,Match 2,512906,0.0
2472,2019-08-31,1,1,Match 6,0,11058820.0
2472,2019-08-31,1,2,Match 5 plus Bonus,1,1000000.0
2472,2019-08-31,1,3,Match 5,54,1750.0
2472,2019-08-31,1,4,Match 4,5390,140.0
2472,2019-08-31,1,5,Match 3,127657,30.0
2472,2019-08-31,1,6,Match 2,1207733,0.0
2473,2019-09-04,1,1,Match 6,0,12852503.0
2473,2019-09-04,1,2,Match 5 plus Bonus,0,10000001000000.0
2473,2019-09-04,1,3,Match 5,59,175015256.0
2473,2019-09-04,1,4,Match 4,3945,140710.0
2473,2019-09-04,1,5,Match 3,94552,30133.0
2473,2019-09-04,1,6,Match 2,907867,0.0
2474,2019-09-07,1,1,Match 6,0,3800000.0
2474,2019-09-07,1,2,Match 5 plus Bonus,3,1000000.0
2474,2019-09-07,1,3,Match 5,74,1750.0
2474,2019-09-07,1,4,Match 4,6122,140.0
2474,2019-09-07,1,5,Match 3,137174,30.0
2474,2019-09-07,1,6,Match 2,1194554,0.0
2475,2019-09-11,1,1,Match 6,0,5113347.0
2475,2019-09-11,1,2,Match 5 plus Bonus,0,1000000.0
2475,2019-09-11,1,3,Match 5,44,1750.0
2475,2019-09-11,1,4,Match 4,2687,140.0
2475,2019-09-11,1,5,Match 3,67140,30.0
2475,2019-09-11,1,6,Match 2,660734,0.0
2476,2019-09-14,1,1,Match 6,0,7274140.0
2476,2019-09-14,1,2,Match 5 plus Bonus,10,1000000.0
2476,2019-09-14,1,3,Match 5,176,1750.0
2476,2019-09-14,1,4,Match 4,9528,140.0
2476,2019-09-14,1,5,Match 3,170171,30.0
2476,2019-09-14,1,6,Match 2,1311033,0.0
2477,2019-09-18,1,1,Match 6,0,8712337.0
2477,2019-09-18,1,2,Match 5 plus Bonus,2,1000000.0
2477,2019-09-18,1,3,Match 5,29,1750.0
2477,2019-09-18,1,4,Match 4,2203,140.0
2477,2019-09-18,1,5,Match 3,61204,30.0
2477,2019-09-18,1,6,Match 2,655611,0.0
2478,2019-09-21,1,1,Match 6,0,11043941.0
2478,2019-09-21,1,2,Match 5 plus Bonus,1,1000000.0
2478,2019-09-21,1,3,Match 5,62,1750.0
2478,2019-09-21,1,4,Match 4,5211,140.0
2478,2019-09-21,1,5,Match 3,120207,30.0
2478,2019-09-21,1,6,Match 2,1124316,0.0
2479,2019-09-25,1,1,Match 6,0,12907599.0
2479,2019-09-25,1,2,Match 5 plus Bonus,0,10000001000000.0
2479,2019-09-25,1,3,Match 5,47,175018777.0
2479,2019-09-25,1,4,Match 4,3588,140769.0
2479,2019-09-25,1,5,Match 3,90228,30139.0
2479,2019-09-25,1,6,Match 2,916934,0.0
2480,2019-09-28,1,1,Match 6,0,3800000.0
2480,2019-09-28,1,2,Match 5 plus Bonus,0,1000000.0
2480,2019-09-28,1,3,Match 5,131,1750.0
2480,2019-09-28,1,4,Match 4,8064,140.0
2480,2019-09-28,1,5,Match 3,162973,30.0
2480,2019-09-28,1,6,Match 2,1310974,0.0
2481,2019-10-02,1,1,Match 6,0,5164870.0
2481,2019-10-02,1,2,Match 5 plus Bonus,2,1000000.0
2481,2019-10-02,1,3,Match 5,44,1750.0
2481,2019-10-02,1,4,Match 4,2879,140.0
2481,2019-10-02,1,5,Match 3,68937,30.0
2481,2019-10-02,1,6,Match 2,679625,0.0
2482,2019-10-05,1,1,Match 6,0,7371542.0
2482,2019-10-05,1,2,Match 5 plus Bonus,0,1000000.0
2482,2019-10-05,1,3,Match 5,88,1750.0
2482,2019-10-05,1,4,Match 4,7272,140.0
